iter	Passed	Remaining
732	7355	2679
733	7362	2668
734	7372	2658
735	7379	2647
736	7395	2639
737	7406	2629
738	7416	2619
739	7426	2609
740	7435	2598
741	7451	2590
742	7461	2580
743	7469	2570
744	7476	2559
745	7484	2548
746	7493	2537
747	7501	2527
748	7509	2516
749	7519	2506
750	7526	2495
751	7537	2485
752	7543	2474
753	7553	2464
754	7562	2453
755	7570	2443
756	7583	2434
757	7591	2423
758	7599	2413
759	7607	2402
760	7621	2393
761	7629	2383
762	7645	2374
763	7658	2365
764	7669	2356
765	7683	2347
766	7694	2337
767	7700	2326
768	7709	2315
769	7716	2304
770	7731	2296
771	7741	2286
772	7749	2275
773	7755	2264
774	7764	2254
775	7776	2244
776	7786	2234
777	7793	2223
778	7802	2213
779	7809	2202
780	7823	2193
781	7830	2182
782	7839	2172
783	7847	2162
784	7856	2151
785	7863	2140
786	7882	2133
787	7894	2123
788	7903	2113
789	7912	2103
790	7924	2093
791	7936	2084
792	7949	2074
793	7955	2064
794	7965	2053
795	7974	2043
796	7983	2033
797	7989	2022
798	7998	2012
799	8005	2001
800	8013	1990
801	8020	1980
802	8030	1970
803	8037	1959
804	8046	1949
805	8053	1938
806	8062	1928
807	8068	1917
808	8078	1907
809	8086	1896
810	8094	1886
811	8107	1877
812	8116	1866
813	8127	1857
814	8139	1847
815	8148	1837
816	8160	1827
817	8175	1818
818	8191	1810
819	8201	1800
820	8209	1789
821	8218	1779
822	8226	1769
823	8243	1760
824	8260	1752
825	8272	1742
826	8280	1732
827	8288	1721
828	8295	1711
829	8304	1700
830	8311	1690
831	8321	1680
832	8332	1670
833	8339	1659
834	8350	1650
835	8358	1639
836	8365	1629
837	8372	1618
838	8385	1609
839	8391	1598
840	8400	1588
841	8407	1577
842	8426	1569
843	8433	1558
844	8442	1548
845	8452	1538
846	8457	1527
847	8478	1519
848	8486	1509
849	8494	1499
850	8503	1488
851	8512	1478
852	8519	1468
853	8526	1457
854	8534	1447
855	8542	1436
856	8561	1428
857	8579	1419
858	8587	1409
859	8596	1399
860	8602	1388
861	8621	1380
862	8631	1370
863	8638	1359
864	8646	1349
865	8652	1338
866	8658	1328
867	8667	1318
868	8676	1308
869	8684	1297
870	8694	1287
871	8701	1277
872	8710	1267
873	8717	1256
874	8726	1246
875	8736	1236
876	8744	1226
877	8752	1216
878	8760	1205
879	8768	1195
880	8775	1185
881	8787	1175
882	8797	1165
883	8809	1155
884	8815	1145
885	8824	1135
886	8831	1125
887	8840	1114
888	8847	1104
889	8856	1094
890	8866	1084
891	8877	1074
892	8882	1064
893	8892	1054
894	8898	1043
895	8909	1034
896	8918	1024
897	8927	1014
898	8942	1004
899	8954	994
900	8966	985
901	8975	975
902	8984	965
903	8999	955
904	9008	945
905	9017	935
906	9029	925
907	9037	915
908	9047	905
909	9054	895
910	9064	885
911	9072	875
912	9082	865
913	9089	855
914	9099	845
915	9107	835
916	9118	825
917	9128	815
918	9136	805
919	9150	795
920	9160	785
921	9168	775
922	9174	765
923	9183	755
924	9191	745
925	9199	735
926	9209	725
927	9219	715
928	9230	705
929	9242	695
930	9248	685
931	9256	675
932	9267	665
933	9275	655
934	9284	645
935	9301	636
936	9312	626
937	9323	616
938	9331	606
939	9340	596
940	9348	586
941	9365	576
942	9375	566
943	9382	556
944	9390	546
945	9400	536
946	9408	526
947	9417	516
948	9425	506
949	9438	496
950	9448	486
951	9456	476
952	9463	466
953	9470	456
954	9477	446
955	9486	436
956	9495	426
957	9508	416
958	9515	406
959	9523	396
960	9533	386
961	9543	376
962	9550	366
963	9558	356
964	9565	346
965	9573	336
966	9581	326
967	9587	316
968	9595	306
969	9616	297
970	9625	287
971	9638	277
972	9652	267
973	9663	257
974	9672	248
975	9680	238
976	9689	228
977	9698	218
978	9708	208
979	9715	198
980	9721	188
981	9728	178
982	9738	168
983	9746	158
984	9755	148
985	9762	138
986	9770	128
987	9778	118
988	9786	108
989	9795	98
990	9801	89
991	9810	79
992	9818	69
993	9827	59
994	9833	49
995	9840	39
996	9845	29
997	9853	19
998	9862	9
999	9872	0
9
999	9851	0
97	9924	19
998	9933	9
999	9941	0
