iter	RMSE
0	2.074368816
1	2.064968744
2	2.05645068
3	2.048253305
4	2.038877596
5	2.032236336
6	2.02248236
7	2.017249759
8	2.01005814
9	2.001825537
10	1.994409285
11	1.985242958
12	1.978824465
13	1.971357789
14	1.965951386
15	1.958259277
16	1.951756716
17	1.943899562
18	1.935867387
19	1.927755634
20	1.92212039
21	1.917092629
22	1.910021564
23	1.90554458
24	1.897797178
25	1.888840354
26	1.883328113
27	1.877023859
28	1.871349571
29	1.863887041
30	1.859914484
31	1.854649464
32	1.850766306
33	1.842582167
34	1.834394831
35	1.829645878
36	1.823844717
37	1.818294138
38	1.811669268
39	1.804192098
40	1.797474962
41	1.790313564
42	1.784332804
43	1.778362091
44	1.773635252
45	1.766732531
46	1.762472781
47	1.754247169
48	1.750807454
49	1.745108982
50	1.738787462
51	1.732206928
52	1.725842564
53	1.720490649
54	1.715261114
55	1.710558271
56	1.705586687
57	1.700642375
58	1.695566413
59	1.691103484
60	1.685450889
61	1.679825107
62	1.67632885
63	1.671794233
64	1.6685297
65	1.662725332
66	1.659699596
67	1.654589559
68	1.649518565
69	1.644919553
70	1.64047389
71	1.634022745
72	1.629289633
73	1.625325683
74	1.618692361
75	1.614805568
76	1.609651935
77	1.605254374
78	1.600349312
79	1.596018818
80	1.592423342
81	1.587932519
82	1.58315647
83	1.580333387
84	1.574503346
85	1.567712948
86	1.563816443
87	1.559546712
88	1.555807924
89	1.550585563
90	1.545713483
91	1.542926227
92	1.538391742
93	1.533512151
94	1.530572473
95	1.528085032
96	1.525301504
97	1.520444043
98	1.514533807
99	1.511182413
100	1.507654325
101	1.50421011
102	1.500387165
103	1.494633282
104	1.492123204
105	1.48614513
106	1.481095903
107	1.477777257
108	1.473817196
109	1.470257501
110	1.466735383
111	1.460291336
112	1.457072799
113	1.453401439
114	1.447625555
115	1.441826101
116	1.437090819
117	1.431614684
118	1.426994232
119	1.424470055
120	1.419599992
121	1.414556895
122	1.409149505
123	1.406314695
124	1.404494994
125	1.398786588
126	1.396610782
127	1.393122082
128	1.388046729
129	1.385044193
130	1.382070345
131	1.377991843
132	1.372925658
133	1.368304984
134	1.3636206
135	1.359363952
136	1.355623963
137	1.351448615
138	1.345713095
139	1.34170257
140	1.339826856
141	1.337348606
142	1.333283915
143	1.329558763
144	1.326947227
145	1.325731337
146	1.322917075
147	1.317588033
148	1.314651205
149	1.309341722
150	1.303928452
151	1.300946205
152	1.297031388
153	1.29454526
154	1.289869164
155	1.287206115
156	1.285259383
157	1.281013662
158	1.279246481
159	1.276690654
160	1.273367215
161	1.269337429
162	1.266187434
163	1.262748535
164	1.259453608
165	1.254388883
166	1.250693388
167	1.247212339
168	1.244120228
169	1.240314835
170	1.236544862
171	1.231998566
172	1.230289627
173	1.22749096
174	1.223671983
175	1.219918949
176	1.218024767
177	1.213787772
178	1.211118585
179	1.208295444
180	1.202172892
181	1.19783834
182	1.194985534
183	1.189803779
184	1.18648119
185	1.183865549
186	1.181234868
187	1.177569702
188	1.173174146
189	1.171033243
190	1.165532876
191	1.163848653
192	1.15988039
193	1.158238393
194	1.155764113
195	1.152075238
196	1.14981145
197	1.145377025
198	1.141907161
199	1.139109865
200	1.135610152
201	1.13283571
202	1.127805301
203	1.123262857
204	1.12003566
205	1.118325861
206	1.116016557
207	1.111513875
208	1.108072275
209	1.102430687
210	1.098928625
211	1.097209756
212	1.094342938
213	1.091565935
214	1.08630967
215	1.084576314
216	1.081233535
217	1.077678525
218	1.072523339
219	1.069154542
220	1.066202743
221	1.065152147
222	1.06428046
223	1.05997835
224	1.057608888
225	1.056329475
226	1.05604926
227	1.052095027
228	1.04613578
229	1.043150307
230	1.03975906
231	1.03791409
232	1.037015563
233	1.033798749
234	1.030928863
235	1.026284358
236	1.022138581
237	1.018542032
238	1.017156453
239	1.011923769
240	1.00807594
241	1.005426943
242	1.00266538
243	0.9988078654
244	0.9964678475
245	0.9943250847
246	0.9905660919
247	0.9892869367
248	0.984625015
249	0.9803991457
250	0.9790079634
251	0.9738356893
252	0.9715756399
253	0.967385145
254	0.9652513586
255	0.9624416217
256	0.9579068515
257	0.9548183615
258	0.9506034554
259	0.9484730638
260	0.9455286755
261	0.942313479
262	0.9397412186
263	0.9375091262
264	0.9351931328
265	0.9322108563
266	0.9318853443
267	0.9278662799
268	0.9240019352
269	0.9227683492
270	0.9212824428
271	0.9185656074
272	0.9172039422
273	0.9151903385
274	0.9117156147
275	0.9094863854
276	0.9078600887
277	0.9042210762
278	0.901774948
279	0.9011221415
280	0.9004424246
281	0.8997471548
282	0.8958919522
283	0.8925141087
284	0.8894946416
285	0.8865365839
286	0.8860336834
287	0.8828788017
288	0.8800271384
289	0.878174508
290	0.8748205562
291	0.8709113152
292	0.8673965814
293	0.8633074464
294	0.8598215059
295	0.8566071983
296	0.852782955
297	0.8504808658
298	0.8464591925
299	0.8425595943
300	0.8414462873
301	0.8395499372
302	0.8369677728
303	0.8356972404
304	0.8332830467
305	0.8299304805
306	0.827525135
307	0.8240497535
308	0.8222637603
309	0.8194720499
310	0.816445426
311	0.8153158921
312	0.8147155382
313	0.8120219426
314	0.8087895104
315	0.8067783137
316	0.8043477527
317	0.8006092672
318	0.7997593735
319	0.7986473166
320	0.7947044236
321	0.7906485069
322	0.7873312885
323	0.7835432385
324	0.7830417987
325	0.7805429481
326	0.778227223
327	0.7749847845
328	0.774037276
329	0.7734767646
330	0.7729879527
331	0.7699516952
332	0.7676473606
333	0.7650207666
334	0.76364501
335	0.7624540032
336	0.7619031034
337	0.7594379666
338	0.7575433822
339	0.756051338
340	0.7537357642
341	0.7518940354
342	0.7493398993
343	0.7473094976
344	0.744663622
345	0.7422804778
346	0.7398531382
347	0.7383436809
348	0.7358827823
349	0.7330351733
350	0.7304515064
351	0.7283631827
352	0.7265940617
353	0.7230711706
354	0.7217145829
355	0.7207425127
356	0.7187299927
357	0.7168613803
358	0.7149621182
359	0.7123975172
360	0.7101128812
361	0.7086053889
362	0.7071212641
363	0.7050405899
364	0.7030085229
365	0.7013717778
366	0.7007934839
367	0.6982745251
368	0.6957343762
369	0.6944218453
370	0.6924602558
371	0.6897080116
372	0.6863293214
373	0.6835384555
374	0.6819293318
375	0.6803861052
376	0.678394012
377	0.676047322
378	0.6726717686
379	0.6719870361
380	0.6685005618
381	0.6647469732
382	0.6643940099
383	0.663979246
384	0.6620118621
385	0.6596047609
386	0.6589556683
387	0.6583668515
388	0.6556140055
389	0.6534712827
390	0.6501389796
391	0.6481496832
392	0.6462556681
393	0.6443513809
394	0.6424304645
395	0.6407583444
396	0.6386409484
397	0.6365576602
398	0.6343392025
399	0.6335574647
400	0.6309097323
401	0.6304137746
402	0.6286058117
403	0.6278230726
404	0.6262343276
405	0.6254803244
406	0.6241594106
407	0.6235228689
408	0.6213666162
409	0.6209081765
410	0.6181273082
411	0.6155287922
412	0.6140148552
413	0.6115998705
414	0.6094939732
415	0.6075632157
416	0.6052806173
417	0.6049340885
418	0.6029485387
419	0.601552659
420	0.6000507569
421	0.5981944916
422	0.5976080847
423	0.5969231449
424	0.5949314529
425	0.5932153498
426	0.5909065585
427	0.5887773036
428	0.5870493837
429	0.5850077857
430	0.5821935627
431	0.5798355218
432	0.5779128097
433	0.5771172487
434	0.5756634507
435	0.5744699444
436	0.5722744734
437	0.5718447311
438	0.5712470325
439	0.5695318277
440	0.5682554588
441	0.5661530009
442	0.564408729
443	0.5624187842
444	0.5603822556
445	0.5581788804
446	0.5575253882
447	0.5564135933
448	0.5551411747
449	0.5528481276
450	0.5508146838
451	0.5484448068
452	0.5467875297
453	0.5461030594
454	0.5439578412
455	0.5435856269
456	0.5431858176
457	0.5419183881
458	0.5405456411
459	0.5387658945
460	0.5371410429
461	0.5355095019
462	0.5338391398
463	0.5319888684
464	0.5305686347
465	0.5285369244
466	0.5270232061
467	0.5254225986
468	0.5232760665
469	0.5227606643
470	0.5201480386
471	0.5175061807
472	0.514831982
473	0.512670089
474	0.5105246948
475	0.5098557948
476	0.5075628631
477	0.5056186626
478	0.5039803712
479	0.5028627285
480	0.5008432213
481	0.4997007564
482	0.4982630447
483	0.4974541705
484	0.496123549
485	0.4955675017
486	0.4950919473
487	0.4933780939
488	0.4921193471
489	0.4904312043
490	0.4889600202
491	0.4868981141
492	0.4860537408
493	0.4858144623
494	0.4854922402
495	0.4845457332
496	0.4833177516
497	0.4830409698
498	0.4819652716
499	0.4816976526
500	0.4806642755
501	0.4798795872
502	0.479608145
503	0.4776268113
504	0.4760406872
505	0.474860869
506	0.4736274106
507	0.4724502236
508	0.4712698724
509	0.469865772
510	0.4673815669
511	0.4664864684
512	0.4662331363
513	0.4657274124
514	0.4637405991
515	0.4618499218
516	0.459546035
517	0.4585704615
518	0.4577387858
519	0.4565197573
520	0.4552733105
521	0.4541932885
522	0.4516257537
523	0.4497116326
524	0.4486776758
525	0.4468542414
526	0.4457380342
527	0.4448529498
528	0.4442602535
529	0.4434708427
530	0.4422724118
531	0.4419793803
532	0.4411589704
533	0.4407105436
534	0.4397933015
535	0.4384457603
536	0.4370707274
537	0.4358037173
538	0.4355654586
539	0.4350101463
540	0.4336286892
541	0.4333911425
542	0.4319165253
543	0.4316911571
544	0.4299287932
545	0.4281965205
546	0.4271978252
547	0.4255621873
548	0.4245150837
549	0.4235666555
550	0.4220230352
551	0.4205012359
552	0.4186714165
553	0.4173984477
554	0.4163829433
555	0.4154921865
556	0.4153096667
557	0.413926438
558	0.4127952802
559	0.4115176693
560	0.4111147943
561	0.4101076025
562	0.4089718237
563	0.4073958075
564	0.4056270885
565	0.4050813139
566	0.4033496947
567	0.402247762
568	0.4014936975
569	0.4000710293
570	0.3999329428
571	0.3998246749
572	0.3981152335
573	0.3970864283
574	0.3960937207
575	0.3944821537
576	0.3926843518
577	0.3917410254
578	0.3915652884
579	0.3901066371
580	0.3886533889
581	0.3873199524
582	0.3866254868
583	0.3852165215
584	0.3844676081
585	0.3838477382
586	0.3825952581
587	0.3818215986
588	0.3812038447
589	0.3792897637
590	0.3777786899
591	0.3769241806
592	0.3756550215
593	0.3746971852
594	0.3744387791
595	0.3733237876
596	0.3728184243
597	0.3719388997
598	0.3710226289
599	0.3695234294
600	0.3676258344
601	0.3665290258
602	0.3653563501
603	0.3648339604
604	0.3638027917
605	0.3628083396
606	0.3626551929
607	0.3611327608
608	0.3599874956
609	0.3583735499
610	0.3574789978
611	0.3569571732
612	0.3557926032
613	0.3550410354
614	0.3536646063
615	0.3530529257
616	0.3521403173
617	0.3509234917
618	0.3507287812
619	0.3497847809
620	0.3485975647
621	0.3482092798
622	0.3473803696
623	0.34595133
624	0.3454134504
625	0.3445631569
626	0.3436220994
627	0.3426042809
628	0.3417868916
629	0.3412793514
630	0.3400990282
631	0.3398589142
632	0.3396102377
633	0.3385342371
634	0.3375253526
635	0.3366991915
636	0.3360667938
637	0.3353675279
638	0.3340841717
639	0.3330540004
640	0.3328448948
641	0.3324960069
642	0.3312926938
643	0.3303986859
644	0.3292875461
645	0.3280754601
646	0.3268286278
647	0.3260763765
648	0.3250527033
649	0.3234686681
650	0.3226742316
651	0.3212765931
652	0.3206620339
653	0.3203872864
654	0.3199478723
655	0.3193194392
656	0.3190161916
657	0.3182962103
658	0.3172823759
659	0.316098317
660	0.3154102595
661	0.314439929
662	0.3132238207
663	0.3125916246
664	0.3116080543
665	0.3099868221
666	0.3089174443
667	0.3077341128
668	0.3073834581
669	0.3067343058
670	0.3055277102
671	0.3047386362
672	0.3039963116
673	0.3037268501
674	0.3031159019
675	0.3021363331
676	0.3014214928
677	0.3009546627
678	0.3002174108
679	0.2995327582
680	0.2986410776
681	0.297736793
682	0.2968000406
683	0.2966187244
684	0.2952467426
685	0.2942377837
686	0.2930733276
687	0.2922720288
688	0.291751744
689	0.2908150314
690	0.2898123131
691	0.2893536926
692	0.2889545888
693	0.2879998123
694	0.2876653594
695	0.2868721695
696	0.2858196085
697	0.2856630753
698	0.2847389513
699	0.2838600792
700	0.2834250749
701	0.2833193196
702	0.2828012138
703	0.2816598764
704	0.2809074743
705	0.2806995854
706	0.2798063682
707	0.279084532
708	0.2784662013
709	0.2780922564
710	0.2777690945
711	0.2769069319
712	0.2761904529
713	0.2755803096
714	0.2744536655
715	0.2737554023
716	0.2734048979
717	0.2731433609
718	0.2730420866
719	0.2723990609
720	0.2722898835
721	0.2715060009
722	0.270721072
723	0.2699064479
724	0.2691694596
725	0.2686049288
726	0.267941068
727	0.2671480928
728	0.2662415403
729	0.2655025562
730	0.2647220303
731	0.264245677
732	0.2637466825
733	0.2630387375
734	0.2621425386
735	0.261863576
736	0.2614290607
737	0.2605971091
738	0.2603332325
739	0.2595860352
740	0.2590829207
741	0.257949129
742	0.257640317
743	0.2572034247
744	0.256947458
745	0.2562717702
746	0.2557155402
747	0.2546001401
748	0.2542889421
749	0.2532862177
750	0.2526194659
751	0.2518421776
752	0.2510667768
753	0.2504623904
754	0.2495266404
755	0.2494009086
756	0.2488158508
757	0.2482575689
758	0.2479931486
759	0.247529392
760	0.2468522524
761	0.246332538
762	0.2453447248
763	0.244483983
764	0.2443798022
765	0.2441799686
766	0.2434899753
767	0.2431305634
768	0.242735275
769	0.2419070664
770	0.2411516726
771	0.2409151178
772	0.2400853335
773	0.2398914012
774	0.2390940531
775	0.2382761838
776	0.2373805894
777	0.2371080753
778	0.2362091987
779	0.2355185504
780	0.2348835056
781	0.2340872812
782	0.2337076731
783	0.2327972293
784	0.2324505315
785	0.2322738042
786	0.2314426633
787	0.2305169924
788	0.2304579388
789	0.2299458521
790	0.2293949381
791	0.228687076
792	0.2285491925
793	0.2283767531
794	0.2278860659
795	0.2268707658
796	0.2260318781
797	0.2250738416
798	0.2248052568
799	0.2240123293
800	0.2229038545
801	0.2222606494
802	0.222048889
803	0.2219331316
804	0.2217849323
805	0.2211827059
806	0.220726009
807	0.2201053031
808	0.2190739515
809	0.2181919353
810	0.2175417175
811	0.2174027903
812	0.2169085821
813	0.2168412669
814	0.2165075476
815	0.2159579792
816	0.215558262
817	0.2152273692
818	0.2143494059
819	0.2138801409
820	0.2134025363
821	0.2126098758
822	0.2120208173
823	0.2112429347
824	0.2109031949
825	0.2108373884
826	0.2102336746
827	0.2099958477
828	0.2094267093
829	0.2091028787
830	0.2087898674
831	0.2079534092
832	0.2073276993
833	0.206826285
834	0.2060298109
835	0.2055057872
836	0.2050036845
837	0.2047143214
838	0.2038459966
839	0.2032543872
840	0.2031449611
841	0.2029382723
842	0.2025194567
843	0.2021186676
844	0.2016281512
845	0.2010960975
846	0.2006899976
847	0.1999280324
848	0.1995375605
849	0.1989086934
850	0.1977197748
851	0.197400112
852	0.1972094657
853	0.1968385572
854	0.1963950263
855	0.1961319141
856	0.1958902797
857	0.1955815418
858	0.195302047
859	0.1948934004
860	0.1940974715
861	0.1935910438
862	0.193360972
863	0.192659876
864	0.1923051745
865	0.1917477807
866	0.1913309382
867	0.1910412078
868	0.1904877619
869	0.1898069388
870	0.1890337132
871	0.1884819493
872	0.188322012
873	0.1875409251
874	0.1869944269
875	0.1865540147
876	0.1858333527
877	0.1852770339
878	0.1851280972
879	0.1843789118
880	0.1836251752
881	0.1831328306
882	0.1827476188
883	0.1823703877
884	0.1816404271
885	0.1814816236
886	0.1807368388
887	0.1800531232
888	0.17981259
889	0.1797621973
890	0.1793627552
891	0.178925665
892	0.1783659644
893	0.1780524391
894	0.1776643916
895	0.177124079
896	0.1767014964
897	0.1761443745
898	0.1754044628
899	0.174989698
900	0.1748033495
901	0.1745492222
902	0.1738359192
903	0.1734116524
904	0.172926727
905	0.172273924
906	0.1718552116
907	0.1715401738
908	0.1709296915
909	0.1705502327
910	0.1702252877
911	0.1697893316
912	0.1691154678
913	0.1685397263
914	0.1679789333
915	0.1678168761
916	0.1673210694
917	0.1671166815
918	0.1667178025
919	0.1665205662
920	0.1660990943
921	0.1657672914
922	0.1653523766
923	0.1652494058
924	0.1649909126
925	0.1646906416
926	0.1641317059
927	0.1635638176
928	0.1630658308
929	0.1630083294
930	0.1627965859
931	0.1623573557
932	0.161843383
933	0.1613947265
934	0.1608252434
935	0.1601924503
936	0.1601115756
937	0.1599409399
938	0.1593671676
939	0.1589981717
940	0.1585580387
941	0.1578696503
942	0.1574407373
943	0.1567901708
944	0.1565005581
945	0.1564539442
946	0.1560972488
947	0.1555301013
948	0.1550108289
949	0.1549472186
950	0.1546645071
951	0.154390964
952	0.1539226827
953	0.1537506284
954	0.1532750911
955	0.1529304908
956	0.1521630464
957	0.1518455616
958	0.1515121015
959	0.1508434824
960	0.1506981734
961	0.1503935777
962	0.1500114202
963	0.1494440559
964	0.1491907678
965	0.1487634678
966	0.148237305
967	0.1478158787
968	0.1472875117
969	0.1467866917
970	0.1462861025
971	0.1459191962
972	0.1456119091
973	0.1449843052
974	0.1444744082
975	0.1441406851
976	0.1439600084
977	0.1435951382
978	0.1430024656
979	0.1424757388
980	0.1422065419
981	0.1418381884
982	0.14135728
983	0.1412287038
984	0.1407841046
985	0.1404862791
986	0.1400432677
987	0.1396504032
988	0.1393780978
989	0.1389980965
990	0.138639934
991	0.1381283136
992	0.1377879535
993	0.1374605565
994	0.1372884241
995	0.1370849165
996	0.1369327987
997	0.1366081502
998	0.1361822721
999	0.1358109778
.1175740144
